Time[sec],x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.326,-0.04969127483398129,2.996310176669219,-0.26010038259422225,21.22513959356318
0.327,-0.049943481480471064,3.017382521250605,-0.24434152233022902,20.92027844483505
0.328,-0.05018001465408408,3.0381521736555572,-0.22875306685582134,20.619740489902455
0.329,-0.050401043962983304,3.0586234243744608,-0.21333356098559017,20.323465410144827
0.33,-0.05060673496735743,3.0788004552337296,-0.19808160621627682,20.031394576620837
0.331,-0.050811221098618,3.099044718942756,-0.21084597946767888,20.45611700438693
0.332,-0.05102833803596245,3.1197106718857923,-0.2233436824907683,20.87478739133612
0.333,-0.05125782049373198,3.140792304765505,-0.23557747708575083,21.287490943896714
0.334,-0.05149940593173326,3.162283692865505,-0.2475500939328668,21.694311676967676
0.335,-0.0517528345235376,3.18417899483677,-0.2592642331040376,22.095332431080124
